batch	cell_cycle	id	species
-	MS	1CDX3.237	-
-	MS	1CDX3.437	-
-	MS	1CDX3.94	-
-	MS	1CDX3.218	-
-	MS	1CDX3.362	-
-	MS	1CDX3.295	-
-	MS	1CDX3.267	-
-	MS	1CDX3.93	-
-	MS	1CDX3.232	-
-	MS	1CDX3.55	-
-	MS	1CDX3.36	-
-	MS	1CDX3.204	-
-	MS	1CDX3.368	-
-	MS	1CDX3.347	-
-	MS	1CDX3.32	-
-	MS	1CDX3.12	-
-	MS	1CDX3.51	-
-	MS	1CDX3.14	-
-	MS	1CDX3.154	-
-	MS	1CDX3.466	-
-	MS	1CDX3.372	-
-	MS	1CDX3.35	-
-	MS	1CDX3.272	-
-	MS	1CDX3.234	-
-	MS	1CDX3.195	-
-	MS	1CDX3.114	-
-	MS	1CDX3.24	-
-	MS	1CDX3.452	-
-	MS	1CDX3.123	-
-	MS	1CDX3.185	-
-	MS	1CDX3.42	-
-	MS	1CDX3.107	-
-	MS	1CDX3.92	-
-	MS	1CDX3.311	-
-	MS	1CDX3.343	-
-	MS	1CDX3.282	-
-	MS	1CDX3.211	-
-	MS	1CDX3.224	-
-	MS	1CDX3.196	-
-	MS	1CDX3.306	-
-	MS	1CDX3.317	-
-	MS	1CDX3.131	-
-	MS	1CDX3.194	-
-	MS	1CDX3.244	-
-	MS	1CDX3.96	-
-	MS	1CDX3.342	-
-	MS	1CDX3.15	-
-	MS	1CDX3.182	-
-	MS	1CDX3.47	-
-	MS	1CDX3.117	-
-	MS	1CDX3.226	-
-	MS	1CDX3.257	-
-	MS	1CDX3.13	-
-	MS	1CDX3.235	-
-	MS	1CDX3.22	-
-	MS	1CDX3.108	-
-	MS	1CDX3.83	-
-	MS	1CDX3.294	-
-	MS	1CDX3.316	-
-	MS	1CDX3.217	-
-	MS	1CDX3.426	-
-	MS	1CDX3.145	-
-	MS	1CDX3.27	-
-	MS	1CDX3.424	-
-	MS	1CDX3.53	-
-	MS	1CDX3.428	-
-	MS	1CDX3.248	-
-	MS	1CDX3.87	-
-	MS	1CDX3.74	-
-	MS	1CDX3.193	-
-	MS	1CDX3.273	-
-	MS	1CDX3.62	-
-	MS	1CDX3.106	-
-	MS	1CDX3.473	-
-	MS	1CDX3.304	-
-	MS	1CDX3.214	-
-	MS	1CDX3.61	-
-	MS	1CDX3.103	-
-	MS	1CDX3.191	-
-	MS	1CDX3.366	-
-	MS	1CDX3.253	-
-	MS	1CDX3.21	-
-	MS	1CDX3.136	-
-	MS	1CDX3.66	-
-	MS	1CDX3.484	-
-	MS	1CDX3.262	-
-	MS	1CDX3.144	-
-	MS	1CDX3.324	-
-	MS	1CDX3.205	-
-	MS	1CDX3.212	-
-	MS	1CDX3.357	-
-	MS	1CDX3.174	-
-	MS	1CDX3.155	-
-	MS	1CDX3.243	-
-	MS	1CDX3.33	-
-	MS	1CDX3.86	-
-	MS	1CDX3.153	-
-	MS	1CDX3.197	-
-	MS	1CDX3.302	-
-	MS	1CDX3.177	-
-	MS	1CDX3.251	-
-	MS	1CDX3.265	-
-	MS	1CDX3.363	-
-	MS	1CDX3.313	-
-	MS	1CDX3.152	-
-	MS	1CDX3.132	-
-	MS	1CDX3.138	-
-	MS	1CDX3.387	-
-	MS	1CDX3.46	-
-	MS	1CDX3.2	-
-	MS	1CDX3.455	-
-	MS	1CDX3.275	-
-	MS	1CDX3.354	-
-	MS	1CDX3.392	-
-	MS	1CDX3.115	-
-	MS	1CDX3.246	-
-	MS	1CDX3.412	-
-	MS	1CDX3.358	-
-	MS	1CDX3.236	-
-	MS	1CDX3.91	-
-	MS	1CDX3.65	-
-	MS	1CDX3.186	-
-	MS	1CDX3.384	-
-	MS	1CDX3.293	-
-	MS	1CDX3.227	-
-	MS	1CDX3.122	-
-	MS	1CDX3.327	-
-	MS	1CDX3.82	-
-	MS	1CDX3.301	-
-	MS	1CDX3.172	-
-	MS	1CDX3.141	-
-	MS	1CDX3.143	-
-	MS	1CDX3.266	-
-	MS	1CDX3.171	-
-	MS	1CDX3.356	-
-	MS	1CDX3.64	-
-	MS	1CDX3.156	-
-	MS	1CDX3.475	-
-	MS	1CDX3.17	-
-	MS	1CDX3.164	-
-	MS	1CDX3.25	-
-	MS	1CDX3.305	-
-	MS	1CDX3.255	-
-	MS	1CDX3.165	-
-	MS	1CDX3.81	-
-	MS	1CDX3.43	-
-	MS	1CDX3.146	-
-	MS	1CDX3.203	-
-	MS	1CDX3.72	-
-	MS	1CDX3.438	-
-	MS	1CDX3.135	-
-	MS	1CDX3.344	-
-	MS	1CDX3.284	-
-	MS	1CDX3.112	-
-	MS	1CDX3.207	-
-	MS	1CDX3.411	-
-	MS	1CDX3.323	-
-	MS	1CDX3.274	-
-	MS	1CDX3.383	-
-	MS	1CDX3.254	-
-	MS	1CDX3.346	-
-	MS	1CDX3.158	-
-	MS	1CDX3.326	-
-	MS	1CDX3.355	-
-	MS	1CDX3.483	-
-	MS	1CDX3.67	-
-	MS	1CDX3.332	-
-	MS	1CDX3.277	-
-	MS	1CDX3.335	-
-	MS	1CDX3.31	-
-	MS	1CDX3.382	-
-	MS	1CDX3.223	-
-	MS	1CDX3.222	-
-	MS	1CDX3.283	-
-	MS	1CDX3.307	-
-	MS	1CDX3.271	-
-	MS	1CDX3.54	-
-	MS	1CDX3.183	-
-	MS	1CDX3.447	-
-	MS	1CDX3.312	-
-	MS	1CDX3.337	-
-	MS	1CDX3.121	-
-	MS	1CDX3.176	-
-	MS	1CDX3.157	-
-	MS	1CDX3.303	-
-	MS	1CDX3.322	-
-	MS	1CDX3.213	-
-	MS	1CDX3.128	-
-	MS	1CDX3.3	-
-	MS	1CDX3.373	-
-	MS	1CDX3.105	-
-	MS	1CDX3.175	-
-	MS	1CDX3.188	-
-	MS	1CDX3.216	-
-	MS	1CDX3.187	-
-	MS	1CDX3.233	-
-	MS	1CDX3.264	-
-	MS	1CDX3.161	-
-	MS	1CDX3.252	-
-	MS	1CDX3.314	-
-	MS	1CDX3.297	-
-	MS	1CDX3.125	-
-	MS	1CDX3.1	-
-	MS	1CDX3.166	-
-	MS	1CDX3.111	-
-	MS	1CDX3.75	-
-	MS	1CDX3.263	-
-	MS	1CDX3.364	-
-	MS	1CDX3.23	-
-	MS	1CDX3.147	-
-	MS	1CDX3.215	-
-	MS	1CDX3.287	-
-	MS	1CDX3.201	-
-	MS	1CDX3.333	-
-	MS	1CDX3.113	-
-	MS	1CDX3.85	-
-	MS	1CDX3.443	-
-	MS	1CDX3.315	-
-	MS	1CDX3.102	-
-	MS	1CDX3.168	-
-	MS	1CDX3.126	-
-	MS	1CDX3.256	-
-	MS	1CDX3.296	-
-	MS	1CDX3.181	-
-	MS	1CDX3.11	-
-	MS	1CDX3.57	-
-	MS	1CDX3.76	-
-	MS	1CDX3.134	-
-	MS	1CDX3.202	-
-	MS	1CDX3.406	-
-	MS	1CDX3.245	-
-	MS	1CDX3.285	-
-	MS	1CDX3.104	-
-	MS	1CDX3.68	-
-	MS	1CDX3.6	-
-	MS	1CDX3.221	-
-	MS	1CDX3.16	-
-	MS	1CDX3.52	-
-	MS	1CDX3.137	-
-	MS	1CDX3.163	-
