id	batch	species	cell_line
1914	ML3	human	GM12878
1915	ML3	human	GM12878
1916	ML3	human	K562
1917	ML3	human	K562
1918	ML3	human	GM12878
1920	ML3	human	GM12878
1921	ML3	human	GM12878
1923	ML3	human	GM12878
1925	ML3	human	K562
1926	ML3	human	GM12878
1927	ML3	human	GM12878
1928	ML3	human	GM12878
1929	ML3	human	GM12878
1930	ML3	human	GM12878
1931	ML3	human	K562
1932	ML3	human	K562
1933	ML3	human	K562
1934	ML3	human	GM12878
1935	ML3	human	K562
1937	ML3	human	GM12878
1938	ML3	human	K562
1939	ML3	human	K562
1942	ML3	human	K562
1943	ML3	human	K562
1945	ML3	human	GM12878
1946	ML3	human	K562
1947	ML3	human	GM12878
1948	ML3	human	GM12878
1949	ML3	human	K562
1950	ML3	human	GM12878
1951	ML3	human	GM12878
1952	ML3	human	GM12878
1953	ML3	human	K562
1955	ML3	human	GM12878
1956	ML3	human	GM12878
1957	ML3	human	GM12878
1958	ML3	human	GM12878
1960	ML3	human	GM12878
1961	ML3	human	K562
1962	ML3	human	K562
1963	ML3	human	K562
1966	ML3	human	GM12878
1967	ML3	human	GM12878
1970	ML3	human	K562
1971	ML3	human	K562
1972	ML3	human	K562
1973	ML3	human	K562
1974	ML3	human	GM12878
1975	ML3	human	GM12878
1977	ML3	human	GM12878
1978	ML3	human	GM12878
1979	ML3	human	K562
1980	ML3	human	K562
1982	ML3	human	GM12878
1983	ML3	human	GM12878
1984	ML3	human	K562
1985	ML3	human	K562
1987	ML3	human	K562
1988	ML3	human	GM12878
1990	ML3	human	GM12878
1993	ML3	human	GM12878
1994	ML3	human	GM12878
1995	ML3	human	GM12878
1996	ML3	human	GM12878
1998	ML3	human	K562
1999	ML3	human	GM12878
2000	ML3	human	GM12878
2001	ML3	human	GM12878
2002	ML3	human	GM12878
2003	ML3	human	K562
2004	ML3	human	K562
2005	ML3	human	K562
2006	ML3	human	GM12878
2007	ML3	human	K562
2008	ML3	human	GM12878
2009	ML3	human	GM12878
2010	ML3	human	K562
2011	ML3	human	K562
2013	ML3	human	GM12878
2014	ML3	human	GM12878
2017	ML3	human	GM12878
2018	ML3	human	K562
2019	ML3	human	GM12878
2020	ML3	human	GM12878
2021	ML3	human	GM12878
2022	ML3	human	K562
2023	ML3	human	K562
2024	ML3	human	GM12878
2025	ML3	human	GM12878
2026	ML3	human	GM12878
2027	ML3	human	GM12878
2028	ML3	human	GM12878
2029	ML3	human	GM12878
2031	ML3	human	K562
2033	ML3	human	GM12878
2034	ML3	human	GM12878
2035	ML3	human	K562
2040	ML3	human	GM12878
2041	ML3	human	GM12878
2042	ML3	human	K562
2043	ML3	human	GM12878
2044	ML3	human	K562
2046	ML3	human	K562
2048	ML3	human	GM12878
2049	ML3	human	GM12878
2050	ML3	human	GM12878
2051	ML3	human	K562
2052	ML3	human	K562
2053	ML3	human	GM12878
2054	ML3	human	GM12878
2056	ML3	human	GM12878
2057	ML3	human	GM12878
2058	ML3	human	GM12878
2059	ML3	human	K562
2060	ML3	human	GM12878
2061	ML3	human	K562
2062	ML3	human	K562
2063	ML3	human	GM12878
2064	ML3	human	K562
2065	ML3	human	GM12878
2066	ML3	human	GM12878
2067	ML3	human	GM12878
2068	ML3	human	GM12878
2069	ML3	human	K562
2070	ML3	human	K562
2071	ML3	human	GM12878
2072	ML3	human	GM12878
2073	ML3	human	K562
2074	ML3	human	K562
2075	ML3	human	GM12878
2076	ML3	human	GM12878
2077	ML3	human	GM12878
2078	ML3	human	GM12878
2079	ML3	human	K562
2080	ML3	human	GM12878
2081	ML3	human	GM12878
2082	ML3	human	GM12878
2083	ML3	human	K562
2084	ML3	human	K562
2085	ML3	human	GM12878
2086	ML3	human	GM12878
2088	ML3	human	GM12878
2089	ML3	human	K562
2090	ML3	human	GM12878
2091	ML3	human	GM12878
2092	ML3	human	GM12878
2094	ML3	human	GM12878
2097	ML3	human	K562
2100	ML3	human	GM12878
2101	ML3	human	K562
2102	ML3	human	GM12878
2103	ML3	human	GM12878
2104	ML3	human	GM12878
2105	ML3	human	GM12878
2106	ML3	human	K562
2107	ML3	human	K562
2109	ML3	human	GM12878
2110	ML3	human	GM12878
2111	ML3	human	K562
2112	ML3	human	GM12878
2113	ML3	human	GM12878
2114	ML3	human	GM12878
2115	ML3	human	GM12878
2117	ML3	human	GM12878
2118	ML3	human	GM12878
2119	ML3	human	K562
2120	ML3	human	GM12878
2121	ML3	human	GM12878
2123	ML3	human	GM12878
2126	ML3	human	GM12878
2127	ML3	human	GM12878
2128	ML3	human	GM12878
2129	ML3	human	K562
2130	ML3	human	GM12878
2131	ML3	human	GM12878
2133	ML3	human	GM12878
2137	ML3	human	K562
2138	ML3	human	GM12878
2140	ML3	human	GM12878
2142	ML3	human	K562
2143	ML3	human	GM12878
2144	ML3	human	GM12878
2145	ML3	human	GM12878
2146	ML3	human	GM12878
2147	ML3	human	K562
2149	ML3	human	K562
2150	ML3	human	K562
2151	ML3	human	GM12878
2152	ML3	human	GM12878
2154	ML3	human	GM12878
2156	ML3	human	GM12878
2158	ML3	human	K562
2159	ML3	human	GM12878
2160	ML3	human	GM12878
2161	ML3	human	GM12878
2162	ML3	human	K562
2163	ML3	human	GM12878
2164	ML3	human	K562
2165	ML3	human	K562
2166	ML3	human	K562
2169	ML3	human	GM12878
2171	ML3	human	K562
2172	ML3	human	K562
2174	ML3	human	GM12878
2176	ML3	human	GM12878
2177	ML3	human	GM12878
2178	ML3	human	GM12878
2179	ML3	human	GM12878
2180	ML3	human	GM12878
2181	ML3	human	GM12878
2182	ML3	human	GM12878
2183	ML3	human	K562
2184	ML3	human	GM12878
2185	ML3	human	GM12878
2187	ML3	human	GM12878
2189	ML3	human	GM12878
2193	ML3	human	GM12878
2194	ML3	human	GM12878
2195	ML3	human	GM12878
2196	ML3	human	GM12878
2197	ML3	human	K562
2198	ML3	human	K562
2199	ML3	human	K562
2200	ML3	human	GM12878
2201	ML3	human	K562
2202	ML3	human	K562
2203	ML3	human	GM12878
2205	ML3	human	GM12878
2206	ML3	human	GM12878
2208	ML3	human	K562
2209	ML3	human	GM12878
2210	ML3	human	GM12878
2211	ML3	human	GM12878
2212	ML3	human	GM12878
2214	ML3	human	K562
2215	ML3	human	GM12878
2217	ML3	human	K562
2219	ML3	human	K562
2220	ML3	human	K562
2221	ML3	human	GM12878
2222	ML3	human	K562
2224	ML3	human	GM12878
2225	ML3	human	GM12878
2226	ML3	human	GM12878
2227	ML3	human	GM12878
2229	ML3	human	GM12878
2230	ML3	human	GM12878
2232	ML3	human	GM12878
2235	ML3	human	K562
2236	ML3	human	GM12878
2237	ML3	human	K562
2238	ML3	human	GM12878
2239	ML3	human	GM12878
2240	ML3	human	GM12878
2242	ML3	human	GM12878
2243	ML3	human	K562
2244	ML3	human	GM12878
2245	ML3	human	K562
2246	ML3	human	GM12878
2249	ML3	human	GM12878
2250	ML3	human	GM12878
2251	ML3	human	K562
2252	ML3	human	GM12878
2254	ML3	human	GM12878
2255	ML3	human	K562
2256	ML3	human	K562
2257	ML3	human	GM12878
2258	ML3	human	GM12878
2259	ML3	human	K562
2260	ML3	human	GM12878
2261	ML3	human	GM12878
2262	ML3	human	K562
2263	ML3	human	K562
2264	ML3	human	K562
2266	ML3	human	GM12878
2267	ML3	human	K562
2268	ML3	human	K562
2269	ML3	human	K562
2270	ML3	human	K562
2271	ML3	human	GM12878
2273	ML3	human	GM12878
2274	ML3	human	K562
2275	ML3	human	GM12878
2276	ML3	human	GM12878
2277	ML3	human	K562
2278	ML3	human	GM12878
2279	ML3	human	GM12878
2280	ML3	human	GM12878
2281	ML3	human	K562
2283	ML3	human	GM12878
2284	ML3	human	K562
2285	ML3	human	K562
2286	ML3	human	K562
2287	ML3	human	K562
2288	ML3	human	K562
2290	ML3	human	K562
2291	ML3	human	GM12878
2293	ML3	human	GM12878
2294	ML3	human	GM12878
2296	ML3	human	GM12878
2297	ML3	human	K562
2298	ML3	human	GM12878
2299	ML3	human	K562
2301	ML3	human	K562
2302	ML3	human	K562
2303	ML3	human	GM12878
2306	ML3	human	GM12878
2308	ML3	human	K562
2311	ML3	human	GM12878
2313	ML3	human	K562
2314	ML3	human	GM12878
2315	ML3	human	GM12878
2316	ML3	human	GM12878
2317	ML3	human	K562
2318	ML3	human	K562
2319	ML3	human	K562
2320	ML3	human	K562
2321	ML3	human	GM12878
2322	ML3	human	GM12878
2323	ML3	human	K562
2324	ML3	human	K562
2326	ML3	human	K562
2327	ML3	human	K562
2328	ML3	human	GM12878
2329	ML3	human	K562
2330	ML3	human	GM12878
2331	ML3	human	GM12878
2332	ML3	human	K562
2333	ML3	human	K562
2334	ML3	human	GM12878
2335	ML3	human	GM12878
2337	ML3	human	GM12878
2341	ML3	human	K562
2342	ML3	human	GM12878
2343	ML3	human	K562
2344	ML3	human	K562
2345	ML3	human	GM12878
2348	ML3	human	K562
2349	ML3	human	GM12878
2350	ML3	human	K562
2352	ML3	human	K562
2353	ML3	human	GM12878
2354	ML3	human	K562
2356	ML3	human	K562
2358	ML3	human	GM12878
2359	ML3	human	GM12878
2360	ML3	human	K562
2361	ML3	human	GM12878
2362	ML3	human	GM12878
2363	ML3	human	GM12878
2364	ML3	human	GM12878
2365	ML3	human	GM12878
2366	ML3	human	K562
2367	ML3	human	GM12878
2368	ML3	human	GM12878
2373	ML3	human	K562
2374	ML3	human	GM12878
2375	ML3	human	K562
2376	ML3	human	K562
2377	ML3	human	GM12878
2379	ML3	human	GM12878
2380	ML3	human	GM12878
2383	ML3	human	GM12878
2384	ML3	human	K562
2387	ML3	human	GM12878
2388	ML3	human	GM12878
2389	ML3	human	K562
2390	ML3	human	GM12878
2391	ML3	human	K562
2392	ML3	human	GM12878
2393	ML3	human	K562
2395	ML3	human	GM12878
2396	ML3	human	K562
2398	ML3	human	GM12878
2399	ML3	human	K562
2400	ML3	human	GM12878
2401	ML3	human	GM12878
2402	ML3	human	GM12878
2403	ML3	human	GM12878
2404	ML3	human	GM12878
2405	ML3	human	K562
2406	ML3	human	K562
2407	ML3	human	GM12878
2408	ML3	human	GM12878
2409	ML3	human	GM12878
2410	ML3	human	GM12878
2411	ML3	human	GM12878
2412	ML3	human	GM12878
2413	ML3	human	GM12878
2414	ML3	human	K562
2415	ML3	human	GM12878
2416	ML3	human	GM12878
2417	ML3	human	GM12878
2418	ML3	human	GM12878
2420	ML3	human	GM12878
2421	ML3	human	GM12878
2422	ML3	human	K562
2423	ML3	human	GM12878
2424	ML3	human	GM12878
2425	ML3	human	K562
2427	ML3	human	K562
2428	ML3	human	GM12878
2429	ML3	human	K562
2430	ML3	human	GM12878
2431	ML3	human	GM12878
2433	ML3	human	GM12878
2434	ML3	human	GM12878
2435	ML3	human	GM12878
2437	ML3	human	GM12878
2438	ML3	human	K562
2441	ML3	human	GM12878
2442	ML3	human	GM12878
2443	ML3	human	K562
2444	ML3	human	K562
2445	ML3	human	GM12878
2446	ML3	human	GM12878
2447	ML3	human	GM12878
2448	ML3	human	GM12878
2451	ML3	human	K562
2452	ML3	human	GM12878
2454	ML3	human	K562
2455	ML3	human	GM12878
2457	ML3	human	K562
2459	ML3	human	GM12878
2460	ML3	human	K562
2464	ML3	human	GM12878
2465	ML3	human	GM12878
2466	ML3	human	K562
2467	ML3	human	GM12878
2468	ML3	human	GM12878
2469	ML3	human	K562
2470	ML3	human	GM12878
2471	ML3	human	GM12878
2472	ML3	human	GM12878
2474	ML3	human	K562
2476	ML3	human	GM12878
2477	ML3	human	K562
2478	ML3	human	GM12878
2479	ML3	human	GM12878
2481	ML3	human	GM12878
2483	ML3	human	GM12878
2484	ML3	human	GM12878
2485	ML3	human	K562
2486	ML3	human	GM12878
2487	ML3	human	K562
2488	ML3	human	GM12878
2489	ML3	human	GM12878
2490	ML3	human	GM12878
2491	ML3	human	GM12878
2493	ML3	human	GM12878
2494	ML3	human	GM12878
2497	ML3	human	GM12878
2498	ML3	human	GM12878
2499	ML3	human	K562
2501	ML3	human	GM12878
2502	ML3	human	GM12878
2504	ML3	human	K562
2505	ML3	human	GM12878
2507	ML3	human	GM12878
2508	ML3	human	GM12878
2509	ML3	human	GM12878
2510	ML3	human	GM12878
2511	ML3	human	GM12878
2512	ML3	human	GM12878
2513	ML3	human	K562
2514	ML3	human	GM12878
2515	ML3	human	GM12878
2516	ML3	human	K562
2517	ML3	human	GM12878
2518	ML3	human	GM12878
2520	ML3	human	GM12878
2521	ML3	human	K562
2523	ML3	human	K562
2524	ML3	human	GM12878
2527	ML3	human	GM12878
2528	ML3	human	GM12878
2529	ML3	human	K562
2530	ML3	human	GM12878
2531	ML3	human	GM12878
2532	ML3	human	K562
2533	ML3	human	GM12878
2534	ML3	human	K562
2535	ML3	human	K562
2536	ML3	human	GM12878
2537	ML3	human	GM12878
2538	ML3	human	K562
2539	ML3	human	GM12878
2541	ML3	human	K562
2542	ML3	human	K562
2543	ML3	human	GM12878
2544	ML3	human	GM12878
2545	ML3	human	GM12878
2546	ML3	human	K562
2548	ML3	human	GM12878
2549	ML3	human	GM12878
2550	ML3	human	K562
2552	ML3	human	K562
2553	ML3	human	GM12878
2554	ML3	human	K562
2555	ML3	human	GM12878
2556	ML3	human	K562
2558	ML3	human	GM12878
2560	ML3	human	K562
2561	ML3	human	GM12878
2563	ML3	human	GM12878
2565	ML3	human	GM12878
2568	ML3	human	GM12878
2569	ML3	human	K562
2570	ML3	human	K562
2571	ML3	human	GM12878
2572	ML3	human	K562
2573	ML3	human	GM12878
2574	ML3	human	K562
2576	ML3	human	GM12878
2577	ML3	human	GM12878
2578	ML3	human	GM12878
2579	ML3	human	GM12878
2580	ML3	human	GM12878
2581	ML3	human	K562
2582	ML3	human	K562
2583	ML3	human	GM12878
2584	ML3	human	K562
2586	ML3	human	GM12878
2587	ML3	human	GM12878
2589	ML3	human	GM12878
2591	ML3	human	K562
2592	ML3	human	GM12878
2594	ML3	human	GM12878
2596	ML3	human	GM12878
2597	ML3	human	GM12878
2598	ML3	human	GM12878
2603	ML3	human	K562
2604	ML3	human	GM12878
2605	ML3	human	GM12878
2606	ML3	human	GM12878
2607	ML3	human	GM12878
2608	ML3	human	K562
2609	ML3	human	K562
2611	ML3	human	K562
2612	ML3	human	GM12878
2614	ML3	human	K562
2616	ML3	human	GM12878
2617	ML3	human	GM12878
2618	ML3	human	K562
2619	ML3	human	K562
2621	ML3	human	GM12878
2622	ML3	human	K562
2623	ML3	human	K562
2624	ML3	human	GM12878
2625	ML3	human	GM12878
2626	ML3	human	K562
2627	ML3	human	K562
2631	ML3	human	GM12878
2632	ML3	human	K562
2633	ML3	human	K562
2635	ML3	human	K562
2636	ML3	human	GM12878
2637	ML3	human	GM12878
2638	ML3	human	GM12878
2639	ML3	human	K562
2640	ML3	human	K562
2641	ML3	human	GM12878
2643	ML3	human	GM12878
2644	ML3	human	GM12878
2645	ML3	human	K562
2646	ML3	human	GM12878
2648	ML3	human	GM12878
2650	ML3	human	GM12878
2651	ML3	human	K562
2652	ML3	human	GM12878
2653	ML3	human	GM12878
2654	ML3	human	GM12878
2655	ML3	human	K562
2656	ML3	human	K562
2657	ML3	human	GM12878
2659	ML3	human	GM12878
2661	ML3	human	GM12878
2662	ML3	human	K562
2663	ML3	human	K562
2664	ML3	human	GM12878
2665	ML3	human	K562
2667	ML3	human	K562
2668	ML3	human	GM12878
2669	ML3	human	GM12878
2670	ML3	human	GM12878
2671	ML3	human	GM12878
2672	ML3	human	GM12878
2673	ML3	human	GM12878
2674	ML3	human	GM12878
2675	ML3	human	GM12878
2676	ML3	human	GM12878
2677	ML3	human	K562
2678	ML3	human	GM12878
2679	ML3	human	K562
2680	ML3	human	K562
2682	ML3	human	GM12878
2684	ML3	human	K562
2685	ML3	human	K562
2686	ML3	human	GM12878
2687	ML3	human	K562
2690	ML3	human	GM12878
2692	ML3	human	GM12878
2693	ML3	human	GM12878
2694	ML3	human	GM12878
2695	ML3	human	K562
2696	ML3	human	K562
2697	ML3	human	GM12878
2699	ML3	human	GM12878
2700	ML3	human	GM12878
2701	ML3	human	K562
2702	ML3	human	K562
2703	ML3	human	GM12878
2704	ML3	human	K562
2705	ML3	human	GM12878
2708	ML3	human	K562
2709	ML3	human	GM12878
2711	ML3	human	GM12878
2713	ML3	human	GM12878
2714	ML3	human	GM12878
2716	ML3	human	K562
2717	ML3	human	GM12878
2718	ML3	human	GM12878
2719	ML3	human	GM12878
2720	ML3	human	GM12878
2721	ML3	human	GM12878
2722	ML3	human	GM12878
2724	ML3	human	GM12878
2726	ML3	human	GM12878
2727	ML3	human	GM12878
2728	ML3	human	GM12878
2729	ML3	human	GM12878
2730	ML3	human	GM12878
2731	ML3	human	K562
2732	ML3	human	GM12878
2733	ML3	human	GM12878
2735	ML3	human	GM12878
2736	ML3	human	GM12878
2737	ML3	human	GM12878
2738	ML3	human	GM12878
2739	ML3	human	GM12878
2740	ML3	human	GM12878
2743	ML3	human	GM12878
2745	ML3	human	K562
2746	ML3	human	GM12878
2747	ML3	human	GM12878
2748	ML3	human	GM12878
2749	ML3	human	GM12878
2751	ML3	human	K562
2752	ML3	human	GM12878
2754	ML3	human	K562
2755	ML3	human	K562
2756	ML3	human	GM12878
2757	ML3	human	K562
2759	ML3	human	GM12878
2760	ML3	human	GM12878
2762	ML3	human	GM12878
2763	ML3	human	GM12878
2765	ML3	human	GM12878
2766	ML3	human	GM12878
2767	ML3	human	K562
2769	ML3	human	K562
2771	ML3	human	GM12878
2775	ML3	human	GM12878
2776	ML3	human	K562
2777	ML3	human	GM12878
2778	ML3	human	GM12878
2782	ML3	human	GM12878
2783	ML3	human	K562
2785	ML3	human	K562
2786	ML3	human	GM12878
2788	ML3	human	GM12878
2790	ML3	human	GM12878
2791	ML3	human	GM12878
2792	ML3	human	K562
2793	ML3	human	K562
2794	ML3	human	GM12878
2795	ML3	human	GM12878
2797	ML3	human	K562
2798	ML3	human	GM12878
2799	ML3	human	GM12878
2800	ML3	human	K562
2801	ML3	human	GM12878
2802	ML3	human	GM12878
2803	ML3	human	GM12878
2804	ML3	human	GM12878
2805	ML3	human	GM12878
2806	ML3	human	GM12878
2807	ML3	human	GM12878
2808	ML3	human	GM12878
2810	ML3	human	GM12878
2811	ML3	human	K562
2813	ML3	human	K562
2814	ML3	human	GM12878
2815	ML3	human	GM12878
2816	ML3	human	GM12878
2817	ML3	human	K562
2820	ML3	human	K562
2821	ML3	human	K562
2822	ML3	human	K562
2823	ML3	human	GM12878
2824	ML3	human	GM12878
2825	ML3	human	GM12878
2826	ML3	human	GM12878
2827	ML3	human	GM12878
2828	ML3	human	GM12878
2829	ML3	human	GM12878
2830	ML3	human	GM12878
2831	ML3	human	GM12878
2832	ML3	human	GM12878
2833	ML3	human	GM12878
2834	ML3	human	GM12878
2835	ML3	human	GM12878
2836	ML3	human	GM12878
2837	ML3	human	GM12878
2838	ML3	human	GM12878
2839	ML3	human	K562
2840	ML3	human	K562
2841	ML3	human	K562
2842	ML3	human	GM12878
2843	ML3	human	GM12878
2846	ML3	human	GM12878
2847	ML3	human	GM12878
2848	ML3	human	K562
2849	ML3	human	GM12878
2850	ML3	human	K562
2851	ML3	human	K562
2852	ML3	human	GM12878
2853	ML3	human	K562
2854	ML3	human	GM12878
2855	ML3	human	GM12878
2856	ML3	human	GM12878
2858	ML3	human	K562
2859	ML3	human	GM12878
2860	ML3	human	GM12878
2861	ML3	human	K562
2862	ML3	human	GM12878
2863	ML3	human	GM12878
2865	ML3	human	K562
2866	ML3	human	K562
2867	ML3	human	GM12878
2868	ML3	human	K562
2870	ML3	human	GM12878
2871	ML3	human	GM12878
2873	ML3	human	GM12878
2874	ML3	human	GM12878
2875	ML3	human	GM12878
2876	ML3	human	GM12878
2877	ML3	human	GM12878
2878	ML3	human	GM12878
2880	ML3	human	GM12878
2881	ML3	human	GM12878
2882	ML3	human	GM12878
2883	ML3	human	GM12878
2884	ML3	human	K562
2885	ML3	human	K562
2886	ML3	human	K562
2887	ML3	human	GM12878
2888	ML3	human	K562
2889	ML3	human	K562
2890	ML3	human	GM12878
2892	ML3	human	GM12878
2893	ML3	human	GM12878
2894	ML3	human	K562
2895	ML3	human	GM12878
2897	ML3	human	K562
2898	ML3	human	GM12878
2899	ML3	human	K562
2900	ML3	human	GM12878
2903	ML3	human	K562
2904	ML3	human	K562
2905	ML3	human	K562
2908	ML3	human	K562
2909	ML3	human	GM12878
2912	ML3	human	K562
2913	ML3	human	K562
2914	ML3	human	GM12878
2915	ML3	human	K562
2916	ML3	human	K562
2917	ML3	human	GM12878
2918	ML3	human	K562
2920	ML3	human	GM12878
2921	ML3	human	GM12878
2922	ML3	human	K562
2923	ML3	human	GM12878
2924	ML3	human	GM12878
2926	ML3	human	K562
2927	ML3	human	GM12878
2928	ML3	human	K562
2930	ML3	human	K562
2931	ML3	human	GM12878
2932	ML3	human	K562
2933	ML3	human	K562
2937	ML3	human	GM12878
2940	ML3	human	GM12878
2941	ML3	human	GM12878
2942	ML3	human	K562
2943	ML3	human	GM12878
2944	ML3	human	GM12878
2947	ML3	human	GM12878
2948	ML3	human	GM12878
2949	ML3	human	GM12878
2951	ML3	human	GM12878
2952	ML3	human	GM12878
2956	ML3	human	K562
2959	ML3	human	GM12878
2960	ML3	human	K562
2961	ML3	human	GM12878
2962	ML3	human	K562
2963	ML3	human	GM12878
2964	ML3	human	K562
2965	ML3	human	K562
2967	ML3	human	GM12878
2969	ML3	human	K562
2970	ML3	human	GM12878
2971	ML3	human	K562
2972	ML3	human	K562
2973	ML3	human	K562
2974	ML3	human	GM12878
2976	ML3	human	GM12878
2978	PL1	human	HAP1
2981	PL1	human	HAP1
2982	PL1	human	HeLa
2983	PL1	human	HAP1
2985	PL1	human	HeLa
2986	PL1	human	HAP1
2987	PL1	human	HeLa
2990	PL1	human	HeLa
2992	PL1	human	HAP1
2996	PL1	human	HeLa
2999	PL1	human	HeLa
3001	PL1	human	HeLa
3003	PL1	human	HeLa
3004	PL1	human	HAP1
3005	PL1	human	HeLa
3007	PL1	human	HAP1
3009	PL1	human	HAP1
3011	PL1	human	HeLa
3012	PL1	human	HAP1
3019	PL1	human	HeLa
3020	PL1	human	HAP1
3021	PL1	human	HAP1
3022	PL1	human	HeLa
3024	PL1	human	HeLa
3027	PL1	human	HeLa
3028	PL1	human	HeLa
3029	PL1	human	HeLa
3032	PL1	human	HeLa
3034	PL1	human	HeLa
3040	PL1	human	HeLa
3042	PL1	human	HeLa
3044	PL1	human	HeLa
3045	PL1	human	HeLa
3046	PL1	human	HeLa
3049	PL1	human	HeLa
3051	PL1	human	HeLa
3053	PL1	human	HeLa
3054	PL1	human	HeLa
3055	PL1	human	HeLa
3056	PL1	human	HAP1
3057	PL1	human	HeLa
3058	PL1	human	HAP1
3061	PL1	human	HeLa
3062	PL1	human	HAP1
3069	PL1	human	HAP1
3071	PL1	human	HAP1
3074	PL1	human	HeLa
3075	PL1	human	HeLa
3076	PL1	human	HAP1
3080	PL1	human	HeLa
3083	PL1	human	HAP1
3084	PL1	human	HeLa
3087	PL1	human	HeLa
3091	PL1	human	HAP1
3093	PL1	human	HeLa
3095	PL1	human	HeLa
3099	PL1	human	HeLa
3100	PL1	human	HeLa
3104	PL1	human	HeLa
3111	PL1	human	HAP1
3113	PL1	human	HeLa
3114	PL1	human	HeLa
3115	PL1	human	HAP1
3116	PL1	human	HeLa
3117	PL1	human	HAP1
3120	PL1	human	HeLa
3121	PL1	human	HeLa
3122	PL1	human	HeLa
3123	PL1	human	HeLa
3132	PL1	human	HeLa
3136	PL1	human	HeLa
3140	PL1	human	HeLa
3142	PL1	human	HeLa
3149	PL1	human	HAP1
3150	PL1	human	HeLa
3151	PL1	human	HAP1
3152	PL1	human	HAP1
3155	PL1	human	HeLa
3156	PL1	human	HAP1
3160	PL1	human	HeLa
3162	PL1	human	HAP1
3167	PL1	human	HAP1
3168	PL1	human	HAP1
3172	PL1	human	HeLa
3177	PL1	human	HAP1
3179	PL1	human	HeLa
3180	PL1	human	HeLa
3185	PL1	human	HeLa
3186	PL1	human	HAP1
3187	PL1	human	HeLa
3188	PL1	human	HAP1
3190	PL1	human	HAP1
3194	PL1	human	HeLa
3197	PL1	human	HeLa
3200	PL1	human	HeLa
3201	PL1	human	HAP1
3202	PL1	human	HAP1
3208	PL1	human	HAP1
3210	PL1	human	HeLa
3212	PL1	human	HeLa
3215	PL1	human	HeLa
3219	PL1	human	HAP1
3220	PL1	human	HeLa
3221	PL1	human	HeLa
3224	PL1	human	HAP1
3226	PL1	human	HeLa
3227	PL1	human	HAP1
3229	PL1	human	HeLa
3231	PL1	human	HeLa
3235	PL1	human	HAP1
3236	PL1	human	HeLa
3237	PL1	human	HAP1
3241	PL1	human	HeLa
3245	PL1	human	HeLa
3248	PL1	human	HeLa
3249	PL1	human	HAP1
3252	PL1	human	HAP1
3253	PL1	human	HAP1
3255	PL1	human	HAP1
3256	PL1	human	HAP1
3258	PL1	human	HeLa
3260	PL1	human	HeLa
3261	PL1	human	HeLa
3265	PL1	human	HeLa
3266	PL1	human	HeLa
3267	PL1	human	HAP1
3268	PL1	human	HeLa
3272	PL1	human	HeLa
3273	PL1	human	HAP1
3275	PL1	human	HeLa
3276	PL1	human	HAP1
3277	PL1	human	HAP1
3280	PL1	human	HAP1
3288	PL1	human	HAP1
3289	PL1	human	HeLa
3294	PL1	human	HAP1
3296	PL1	human	HeLa
3299	PL1	human	HeLa
3301	PL1	human	HeLa
3302	PL1	human	HAP1
3304	PL1	human	HeLa
3306	PL1	human	HeLa
3311	PL1	human	HeLa
3313	PL1	human	HAP1
3314	PL1	human	HeLa
3316	PL1	human	HeLa
3317	PL1	human	HeLa
3319	PL1	human	HeLa
3324	PL1	human	HeLa
3328	PL1	human	HAP1
3332	PL1	human	HeLa
3334	PL1	human	HeLa
3335	PL1	human	HAP1
3340	PL1	human	HeLa
3342	PL1	human	HeLa
3343	PL1	human	HAP1
3349	PL1	human	HeLa
3350	PL1	human	HeLa
3352	PL1	human	HAP1
3354	PL1	human	HAP1
3356	PL1	human	HAP1
3359	PL1	human	HAP1
3364	PL1	human	HeLa
3365	PL1	human	HeLa
3366	PL1	human	HeLa
3367	PL1	human	HAP1
3368	PL1	human	HeLa
3369	PL1	human	HeLa
3376	PL1	human	HeLa
3379	PL1	human	HAP1
3380	PL1	human	HAP1
3383	PL1	human	HeLa
3384	PL1	human	HeLa
3386	PL1	human	HeLa
3387	PL1	human	HeLa
3389	PL1	human	HeLa
3391	PL1	human	HAP1
3393	PL1	human	HAP1
3397	PL1	human	HeLa
3399	PL1	human	HAP1
3402	PL1	human	HeLa
3407	PL1	human	HAP1
3408	PL1	human	HAP1
3409	PL1	human	HeLa
3411	PL1	human	HAP1
3412	PL1	human	HAP1
3415	PL1	human	HeLa
3416	PL1	human	HeLa
3419	PL1	human	HeLa
3421	PL1	human	HeLa
3422	PL1	human	HeLa
3423	PL1	human	HeLa
3425	PL1	human	HeLa
3426	PL1	human	HeLa
3429	PL1	human	HeLa
3430	PL1	human	HeLa
3431	PL1	human	HeLa
3432	PL1	human	HAP1
3435	PL1	human	HAP1
3443	PL1	human	HAP1
3446	PL1	human	HeLa
3448	PL1	human	HeLa
3450	PL1	human	HeLa
3451	PL1	human	HAP1
3453	PL1	human	HAP1
3454	PL1	human	HAP1
3455	PL1	human	HeLa
3456	PL1	human	HeLa
3457	PL1	human	HeLa
3459	PL1	human	HeLa
3461	PL1	human	HeLa
3465	PL1	human	HeLa
3466	PL1	human	HAP1
3470	PL1	human	HeLa
3471	PL1	human	HeLa
3472	PL1	human	HeLa
3473	PL1	human	HAP1
3475	PL1	human	HeLa
3476	PL1	human	HAP1
3478	PL1	human	HAP1
3479	PL1	human	HAP1
3483	PL1	human	HeLa
